Rank,Code,Company,Price,1 Day,1 Week,1 Month,1 Year,Sector,Mkt Cap ($)
841,KIL,Kiland Ltd,$1.75,-2.51%,-5.15%,-5.91%,+32.08%,Materials,125.79M
842,TGF,Tribeca Global Natural Resources Ltd,$1.595,+0.63%,+3.57%,-10.39%,-24.70%,Financials,125.67M
843,VVA,Viva Leisure Ltd,$1.39,0.00%,-0.71%,-10.32%,+17.30%,Consumer Discretionary,125.5M
844,BIS,Bisalloy Steel Group Ltd,$2.63,+3.14%,+12.88%,+32.83%,+25.24%,Materials,125.41M
845,EL8,Elevate Uranium Ltd,$0.45,0.00%,+1.12%,-20.35%,-5.26%,Energy,125.04M
846,IESG,GIshares Core MSCI Australia Esg ETF,$24.61,+1.28%,+3.10%,-2.65%,+2.89%,Financials,124.52M
847,SPZ,Smart Parking Ltd,$0.355,+4.41%,-1.39%,+7.58%,+37.86%,Information Technology,124.38M
848,AVL,Australian Vanadium Ltd,$0.025,0.00%,0.00%,-10.71%,-19.36%,Materials,124.22M
849,TPD,Talon Energy Ltd,$0.19,0.00%,-2.56%,-2.56%,+15.15%,Energy,122.93M
850,ISO,Ishares S&P/ASX Small Ordinaries ETF,$4.09,+1.24%,+3.28%,-2.15%,-5.32%,Financials,121.39M
851,SHJ,Shine Justice Ltd,$0.70,0.00%,-0.71%,0.00%,-38.60%,Consumer Discretionary,121.28M
852,PCL,Pancontinental Energy NL,$0.015,0.00%,-6.25%,-11.77%,+200.00%,Energy,120.9M
853,QPM,Queensland Pacific Metals Ltd,$0.06,+3.45%,+3.45%,-6.25%,-64.71%,Materials,120.75M
854,ATC,Altech Batteries LtdSPONSORED,$0.073,+4.29%,+7.35%,+5.80%,-25.97%,Materials,120.69M
855,PAR,Paradigm Biopharmaceuticals Ltd,$0.43,0.00%,-27.53%,-25.70%,-67.38%,Health Care,120.61M
856,NTD,National Tyre & Wheel Ltd,$0.90,+2.86%,+5.26%,+13.92%,+35.34%,Consumer Discretionary,120.3M
857,EMV,Emvision Medical Devices Ltd,$1.54,+3.70%,-0.65%,-5.52%,+2.67%,Health Care,120.05M
858,TVN,Tivan Ltd,$0.076,+4.11%,+10.15%,-5.00%,-6.17%,Materials,119.38M
859,CYG,Coventry Group Ltd,$1.25,+0.81%,-0.40%,+13.64%,-5.30%,Industrials,119.18M
860,CAI,Calidus Resources Ltd,$0.195,0.00%,+21.88%,+25.81%,-46.58%,Materials,119M
861,FSA,FSA Group Ltd,$0.98,0.00%,0.00%,+0.51%,-7.55%,Financials,118.92M
862,MCA,Murray Cod Australia Ltd,$0.155,0.00%,+6.90%,-3.13%,-3.13%,Consumer Staples,118.69M
863,CKA,Cokal Ltd,$0.11,0.00%,+10.00%,-6.38%,-45.00%,Materials,118.68M
864,SMI,Santana Minerals Ltd,$0.665,+5.56%,+15.65%,+26.67%,+14.66%,Materials,118.26M
865,DRE,Dreadnought Resources Ltd,$0.034,+6.25%,+6.25%,-29.17%,-69.09%,Materials,117.54M
866,KKO,Kinetiko Energy Ltd,$0.087,-3.33%,-7.45%,-17.14%,-7.45%,Energy,117.3M
867,CLX,Cti Logistics Ltd,$1.47,+0.86%,+1.03%,-2.33%,+10.94%,Industrials,117.23M
868,PGC,Paragon Care Ltd,$0.175,-2.78%,0.00%,0.00%,-49.28%,Health Care,116.88M
869,NWSLV,LVNews Corporation,$32.00,-0.81%,-0.62%,+3.23%,+24.13%,N/A,116.83M
870,5EA,5E Advanced Materials Inc,$0.38,+1.33%,-5.00%,+1.33%,-81.64%,Materials,115.74M
871,EMMG,GBetashares Martin Currie Em Fund (Managed Fund),$5.46,+0.55%,+1.30%,-2.33%,+6.85%,Financials,115.66M
872,WIRE,EGlobal X Copper Miners ETF,$10.65,+2.21%,+0.47%,-7.47%,+3.90%,Financials,115.29M
873,HGO,Hillgrove Resources Ltd,$0.06,+5.26%,0.00%,+1.70%,+71.43%,Materials,114.72M
874,GOW,Gowing Bros Ltd,$2.15,0.00%,+2.38%,-5.29%,-22.94%,Financials,114.51M
875,HAS,Hastings Technology Metals Ltd,$0.88,+1.15%,+11.39%,+22.22%,-75.69%,Materials,113.84M
876,CAM,Clime Capital Ltd,$0.78,+1.96%,-0.64%,-3.11%,-4.29%,Financials,113.64M
877,LRK,Lark Distilling Co. Ltd,$1.50,+1.35%,+1.70%,+2.74%,-26.11%,Consumer Staples,113.16M
878,SEMI,IGlobal X Semiconductor ETF,$11.57,+2.03%,+4.61%,+0.35%,+52.44%,Financials,112.97M
879,USD,Betashares U.S. Dollar ETF,$15.12,-0.07%,-2.26%,+0.07%,-0.07%,Financials,112.76M
880,BGBL,LBetashares Global Shares ETF,$53.95,+1.58%,+1.60%,-0.22%,+7.41%,Financials,112.49M
881,OZF,SPDR S&P/ASX 200 Financials Ex A-REIT Fund,$20.66,+1.28%,+2.84%,-0.19%,-3.23%,Financials,111.51M
882,SNAS,SGlobal X Ultra Short Nasdaq 100 Hedge Fund,$2.63,-2.95%,-10.54%,-1.87%,-54.02%,Financials,111.45M
883,DEV,DEVEX Resources Ltd,$0.275,0.00%,0.00%,-26.67%,+3.77%,Materials,111.13M
884,CNEW,WVaneck China New Economy ETF,$6.58,+0.77%,+3.30%,-4.36%,-5.73%,Financials,110.84M
885,ERD,Eroad Ltd,$0.60,+3.45%,+1.70%,-4.76%,-36.13%,Information Technology,110.78M
886,PCG,Pengana Capital Group Ltd,$1.00,0.00%,+1.01%,-0.50%,-39.39%,Financials,110.59M
887,FOOD,DBetashares Global Agriculture ETF - Currency Hedged,$6.51,+2.04%,+3.50%,-4.41%,-11.31%,Financials,110.09M
888,XAM,Xanadu Mines Ltd,$0.067,+6.35%,+1.52%,-10.67%,+139.29%,Materials,109.73M
889,MDR,Medadvisor Ltd,$0.20,0.00%,-2.44%,-9.09%,+5.26%,Health Care,109.32M
890,LCY,Legacy Iron Ore Ltd,$0.017,0.00%,0.00%,+6.25%,+6.25%,Materials,108.92M
891,ARA,Ariadne Australia Ltd,$0.555,+1.37%,+4.72%,-0.89%,-8.26%,Industrials,108.76M
892,3DA,Amaero International Ltd,$0.26,+4.00%,+10.64%,+26.83%,+282.35%,Industrials,108.38M
893,EQR,EQ Resources Ltd,$0.069,-1.43%,+1.47%,-6.76%,+64.29%,Materials,108.32M
894,SEC,Spheria Emerging Companies Ltd,$1.80,+1.12%,+4.35%,-3.74%,-6.49%,Financials,108.27M
895,FLN,Freelancer Ltd,$0.24,0.00%,-5.88%,+14.29%,0.00%,Industrials,108.22M
896,IHL,Incannex Healthcare Ltd,$0.068,+4.62%,+15.25%,-1.45%,-72.80%,Health Care,107.92M
897,CD3,CD Private Equity Fund Iii,$1.495,+0.34%,+1.70%,-1.32%,+8.33%,Financials,107.68M
898,EGN,Engenco Ltd,$0.34,+1.49%,+1.49%,+15.25%,-16.05%,Industrials,107.37M
899,AIS,Aeris Resources Ltd,$0.155,+3.33%,-6.06%,-16.22%,-48.33%,Materials,107.1M
900,ARL,Ardea Resources Ltd,$0.55,+4.76%,+14.58%,-6.78%,-33.74%,Materials,107.06M
901,EVO,Embark Early Education Ltd,$0.67,+0.75%,-3.60%,-6.29%,+26.42%,Consumer Discretionary,106.9M
902,PIQ,Proteomics International Laboratories Ltd,$0.87,-2.25%,-1.70%,-24.02%,-3.33%,Health Care,106.43M
903,PEK,Peak Rare EARTHS Ltd,$0.40,+11.11%,-1.24%,+14.29%,-4.76%,Materials,105.86M
904,SND,Saunders International Ltd,$0.96,-4.95%,-2.04%,-3.03%,-9.01%,Industrials,105.35M
905,MHG,Magellan Global Equities Fund Currency Hedged (Managed Fund),$3.19,+1.92%,+4.59%,+2.57%,+8.87%,Financials,105.28M
906,RXM,REX Minerals Ltd,$0.165,0.00%,-2.94%,-2.94%,-5.71%,Materials,105.1M
907,EUR,European Lithium Ltd,$0.075,+7.14%,+13.64%,+1.35%,-28.57%,Materials,104.57M
908,AXE,Archer Materials Ltd,$0.41,+2.50%,+2.50%,-18.81%,-39.26%,Information Technology,104.49M
909,CNB,Carnaby Resources Ltd,$0.64,+12.28%,-21.47%,-26.44%,-27.27%,Materials,104.22M
910,AMA,AMA Group Ltd,$0.058,+1.75%,-1.70%,+45.00%,-69.38%,Industrials,102.79M
911,MDX,Mindax Ltd,$0.05,0.00%,-1.96%,0.00%,-15.25%,Materials,102.28M
912,IIGF,FIntelligent Investor Aus Equity Growth Fund (Managed Fund),$2.62,+1.55%,+2.75%,-3.32%,-15.48%,Financials,102.26M
913,CEL,Challenger Gold Ltd,$0.085,+1.19%,+6.25%,+8.97%,-45.16%,Materials,101.71M
914,BCN,Beacon Minerals Ltd,$0.027,0.00%,+3.85%,+12.50%,+12.50%,Materials,101.43M
915,RHK,Red Hawk Mining Ltd,$0.60,-7.69%,0.00%,-11.34%,+28.79%,Materials,101.31M
916,HPG,Hipages Group Holdings Ltd,$0.76,0.00%,-5.00%,-7.88%,-28.64%,Communication Services,101.16M
917,PAN,Panoramic Resources Ltd,$0.034,+3.03%,-5.56%,-5.56%,-78.75%,Materials,100.97M
918,EEG,Empire Energy Group Ltd,$0.13,0.00%,+8.33%,-7.14%,-27.78%,Energy,100.51M
919,NZK,New Zealand King Salmon Investments Ltd,$0.185,-2.63%,+2.78%,-7.50%,-13.95%,Consumer Staples,100.17M
920,SDI,SDI Ltd,$0.84,+2.44%,+1.82%,+5.00%,+1.82%,Health Care,99.85M
921,AVG,Australian Vintage Ltd,$0.395,-1.25%,-2.47%,+6.76%,-39.23%,Consumer Staples,99.79M
922,RWL,Rubicon Water Ltd,$0.58,0.00%,+0.87%,-2.52%,-38.62%,Information Technology,99.69M
923,BYE,Byron Energy Ltd,$0.092,-3.16%,+8.24%,+9.52%,-31.85%,Energy,99.49M
924,IMR,Imricor Medical Systems Inc,$0.585,+4.46%,+1.74%,+15.84%,+129.41%,Health Care,98.82M
925,TGM,Theta Gold Mines Ltd,$0.14,+3.70%,+12.00%,+12.00%,+72.84%,Materials,98.71M
926,ABY,Adore Beauty Group Ltd,$1.05,0.00%,+11.70%,+40.94%,-35.58%,Consumer Discretionary,98.6M
927,FDEM,MFidelity Global Demographics Fund (Managed Fund),$25.44,+1.19%,+1.76%,+0.40%,+12.52%,Financials,97.97M
928,ACE,Acusensus Ltd,$0.77,-2.53%,+1.32%,-8.33%,-3.75%,Information Technology,97.14M
929,VLS,Vita Life Sciences Ltd,$1.798,0.00%,+3.90%,+6.36%,+12.34%,Health Care,96.92M
930,PAXX,XPlatinum Asia Fund (Quoted Managed Hedge Fund),$4.10,+0.74%,+1.24%,-2.15%,+15.17%,Financials,96.68M
931,LBL,Laserbond Ltd,$0.875,+0.58%,+0.58%,+2.34%,+1.74%,Industrials,96.47M
932,REX,Regional Express Holdings Ltd,$0.86,-4.44%,-3.37%,-14.00%,-38.57%,Industrials,95.96M
933,COB,Cobalt Blue Holdings Ltd,$0.255,0.00%,+8.51%,-3.77%,-61.28%,Materials,95.72M
934,BBL,Brisbane Broncos Ltd,$0.975,+1.04%,-1.52%,-1.52%,-7.14%,Communication Services,95.59M
935,G6M,Group 6 Metals Ltd,$0.095,-13.64%,-5.00%,+5.56%,-51.90%,Materials,95.33M
936,MNS,Magnis Energy Technologies Ltd,$0.079,+8.22%,+6.76%,+6.76%,-78.06%,Materials,94.76M
937,GLIN,NIshares Ftse GBL Infrastructure (Aud Hedged) ETF,$22.96,+2.18%,+4.55%,+1.73%,-7.01%,Financials,94.14M
938,KOV,Korvest Ltd,$8.00,+3.23%,+2.56%,-3.15%,+6.81%,Industrials,93.36M
939,BLG,Bluglass Ltd,$0.061,-4.69%,+8.93%,+52.50%,+110.45%,Information Technology,93.21M
940,TWD,Tamawood Ltd,$2.63,+3.54%,+9.58%,+22.33%,+9.58%,Consumer Discretionary,93.2M
941,NSC,Naos Small Cap Opportunities Company Ltd,$0.685,+0.74%,+0.74%,+2.24%,-2.84%,Financials,92.96M
942,IIND,DBetashares India Quality ETF,$10.68,+0.47%,-0.56%,-0.84%,-0.37%,Financials,92.32M
943,WCG,Webcentral Ltd,$0.28,0.00%,+154.55%,+107.41%,+55.56%,Information Technology,92.16M
944,CLNE,EVaneck Global Clean Energy ETF,$6.75,+5.47%,+1.96%,-7.91%,-23.90%,Financials,91.99M
945,EP1,E&P Financial Group Ltd,$0.385,-4.94%,-7.23%,-12.50%,-24.51%,Financials,91.51M
946,RDN,Raiden Resources Ltd,$0.039,+11.43%,+18.18%,+30.00%,+413.16%,Materials,91.1M
947,ORN,Orion Minerals Ltd,$0.016,-5.88%,-5.88%,-15.79%,-20.00%,Materials,90.99M
948,SNC,Sandon Capital Investments Ltd,$0.65,+1.56%,+2.36%,-4.41%,-2.99%,Financials,90.44M
949,NXS,Next Science Ltd,$0.31,+26.53%,+40.91%,-26.19%,-56.94%,Health Care,90.43M
950,E25,Element 25 Ltd,$0.415,-2.35%,+12.16%,-2.35%,-60.85%,Materials,90.28M
951,BIT,Biotron Ltd,$0.10,+3.09%,+17.65%,+13.64%,+177.78%,Health Care,90.22M
952,GT1,Green Technology Metals Ltd,$0.42,+3.70%,+6.33%,-8.70%,-56.70%,Materials,89.45M
953,EWC,Energy World Corporation Ltd,$0.029,+11.54%,0.00%,-17.14%,-32.56%,Utilities,89.29M
954,JRV,Jervois Global Ltd,$0.033,+10.00%,+10.00%,-15.39%,-92.94%,Materials,89.18M
955,ESTX,XGlobal X Euro STOXX 50 ETF,$77.76,+1.74%,+1.91%,+0.09%,+21.82%,Financials,89.04M
956,ALC,Alcidion Group Ltd,$0.07,0.00%,-33.33%,-39.13%,-54.84%,Health Care,88.93M
957,ZEO,Zeotech Ltd,$0.052,+15.56%,+20.93%,-3.70%,+36.84%,Materials,88.71M
958,ACQ,Acorn Capital Investment Fund Ltd,$1.015,+1.50%,+3.57%,0.00%,-7.73%,Financials,88.66M
959,HJPN,NBetashares Japan ETF-Currency Hedged,$16.95,+1.74%,+6.60%,+1.13%,+23.18%,Financials,88.62M
960,RCE,Recce Pharmaceuticals Ltd,$0.435,0.00%,-3.33%,-5.44%,-31.35%,Health Care,88.5M
961,AESG,GIshares Global Aggregate Bond Esg (Aud Hedged) ETF,$92.50,+0.30%,+1.82%,-0.73%,-0.75%,Financials,88.34M
962,ISLM,MHEJAZ Equities Fund (Managed Fund),$0.91,+2.25%,+0.55%,-1.09%,0.00%,Financials,88.32M
963,BET,Betmakers Technology Group Ltd,$0.093,+13.42%,+12.05%,+1.09%,-64.91%,Consumer Discretionary,88.19M
964,PPK,PPK Group Ltd,$0.98,-0.51%,-2.00%,+20.99%,-32.41%,Materials,87.5M
965,WKT,Walkabout Resources Ltd,$0.13,+4.00%,+8.33%,+13.04%,-39.54%,Materials,86.68M
966,EIQ,Echoiq Ltd,$0.175,0.00%,-7.90%,-5.41%,+12.90%,Information Technology,86.56M
967,ACB,A-Cap Energy Ltd,$0.068,0.00%,0.00%,-5.56%,-10.53%,Energy,86.5M
968,DTZ,DOTZ Nano Ltd,$0.17,0.00%,+3.03%,-5.56%,-41.38%,Information Technology,86.19M
969,HIT,Hitech Group Australia Ltd,$2.04,+2.00%,-3.32%,+4.62%,+2.00%,Industrials,86.09M
970,TPC,TPC Consolidated Ltd,$7.57,+1.48%,+21.12%,+41.23%,+156.61%,Utilities,85.87M
971,DRX,Diatreme Resources Ltd,$0.023,+4.55%,+4.55%,-4.17%,-25.81%,Materials,85.78M
972,ART,Airtasker Ltd,$0.188,-1.32%,-6.25%,-6.25%,-45.65%,Communication Services,84.7M
973,RXL,ROX Resources Ltd,$0.235,-4.08%,+4.44%,+2.17%,+20.51%,Materials,84.61M
974,LMG,Latrobe Magnesium Ltd,$0.046,-4.17%,0.00%,+9.52%,-41.03%,Materials,83.91M
975,NWF,Newfield Resources Ltd,$0.095,+4.40%,-20.83%,-36.67%,-76.83%,Materials,83.79M
976,FBR,FBR Ltd,$0.021,-8.70%,-12.50%,-23.64%,-55.32%,Industrials,83.47M
977,ALA,Arovella Therapeutics Ltd,$0.092,-3.16%,+4.55%,+39.39%,+260.78%,Health Care,83.38M
978,EMH,European Metals Holdings Ltd,$0.655,+0.77%,+5.65%,-1.50%,-16.56%,Materials,83.22M
979,TOP,Thorney Opportunities Ltd,$0.44,0.00%,-4.35%,-6.38%,-16.98%,Financials,83.14M
980,JYC,Joyce Corporation Ltd,$2.91,0.00%,+0.35%,-4.59%,-16.86%,Consumer Discretionary,82.96M
981,MMI,Metro Mining Ltd,$0.019,+5.56%,+5.56%,-13.64%,+5.56%,Materials,82.94M
982,HNG,Hancock & Gore Ltd,$0.365,0.00%,+1.39%,0.00%,+23.73%,Industrials,82.26M
983,IHEB,BIshares J.P. Morgan Usd Emerging Markets (Aud Hedged) ETF,$70.69,+0.23%,+2.75%,-0.86%,+2.63%,Financials,82.15M
984,DRA,DRA Global Ltd,$1.50,+7.14%,+7.14%,-16.90%,-25.00%,Industrials,81.97M
985,SXG,Southern Cross Gold Ltd,$0.91,+18.18%,0.00%,+12.35%,+97.83%,Materials,81.95M
986,OEL,Otto Energy Ltd,$0.017,0.00%,-10.53%,-15.00%,+21.43%,Energy,81.52M
987,SHM,Shriro Holdings Ltd,$0.845,0.00%,-0.59%,0.00%,+8.33%,Consumer Discretionary,81.47M
988,GEN,Genmin Ltd,$0.18,0.00%,0.00%,0.00%,-33.33%,Materials,81.28M
989,MAP,Microba Life Sciences Ltd,$0.23,0.00%,0.00%,-32.31%,+31.73%,Health Care,81.21M
990,BRU,Buru Energy Ltd,$0.135,+3.85%,+28.57%,+42.11%,+55.17%,Energy,80.47M
991,RYD,Ryder Capital Ltd,$0.965,+0.52%,+0.52%,-3.50%,-17.87%,Financials,80.46M
992,FCT,Firstwave Cloud Technology Ltd,$0.047,0.00%,0.00%,-14.55%,-25.40%,Information Technology,80.35M
993,EGL,Environmental Group Ltd (the),$0.215,-2.27%,0.00%,-14.00%,+30.30%,Industrials,80.29M
994,CPV,Clearvue Technologies Ltd,$0.35,+6.06%,+6.06%,+6.06%,+79.49%,Industrials,80.16M
995,IKE,Ikegps Group Ltd,$0.50,0.00%,-8.26%,-13.04%,-37.50%,Information Technology,80.01M
996,ECL,Excelsior Capital Ltd,$2.75,+2.23%,+3.00%,-6.78%,+41.75%,Industrials,79.73M
997,EGR,Ecograf Ltd,$0.175,+2.94%,+9.38%,+45.83%,-46.15%,Materials,79.2M
998,IXR,Ionic Rare EARTHS Ltd,$0.02,0.00%,-4.76%,-16.67%,-54.55%,Materials,79.12M
999,NZO,New Zealand Oil & Gas Ltd,$0.353,0.00%,-3.43%,-3.43%,-15.06%,Energy,78.94M
1000,CVV,Caravel Minerals Ltd,$0.15,+15.39%,-6.25%,-6.25%,-28.57%,Materials,78.64M
1001,MSV,Mitchell Services Ltd,$0.365,+2.82%,0.00%,+7.35%,-1.35%,Materials,78.57M
1002,FHE,Frontier Energy Ltd,$0.305,+3.39%,-6.15%,-4.69%,-32.97%,Materials,78.54M
1003,ATR,Astron Corporation Ltd,$0.52,0.00%,-0.95%,+8.33%,-5.46%,Materials,77.81M
1004,SOP,Synertec Corporation Ltd,$0.18,-5.26%,-5.26%,-14.29%,-10.00%,Industrials,77.67M
1005,MNB,Minbos Resources Ltd,$0.098,+4.26%,+7.69%,0.00%,+28.95%,Materials,77.54M
1006,INIF,FIntelligent Investor Aus Equity Income Fund (Managed Fund),$2.51,+2.03%,+2.87%,-2.34%,-16.05%,Financials,77.45M
1007,VEFI,IVanguard Ethically Conscious GLB Agg Bond INDEX (Hedged) ETF,$40.62,-0.03%,+1.68%,+0.37%,-1.62%,Financials,77.37M
1008,VEE,Veem Ltd,$0.57,+0.89%,-7.32%,-12.31%,-8.07%,Industrials,77.36M
1009,MCM,MC Mining Ltd,$0.19,+46.15%,+46.15%,+26.67%,-13.64%,Energy,77.28M
1010,MI6,Minerals 260 Ltd,$0.33,-1.49%,-10.81%,-28.26%,+6.45%,Materials,77.22M
1011,TOT,360 Capital REIT,$0.53,-0.94%,+1.92%,-10.17%,-33.33%,Real Estate,76.55M
1012,PEB,Pacific Edge Ltd,$0.094,0.00%,+3.30%,-14.55%,-75.90%,Health Care,76.21M
1013,HAV,Havilah Resources Ltd,$0.24,+4.35%,+4.35%,-3.03%,-20.00%,Materials,75.99M
1014,S2R,S2 Resources Ltd,$0.185,0.00%,-2.63%,+5.71%,+27.59%,Materials,75.87M
1015,OCC,Orthocell Ltd,$0.38,+4.11%,+15.15%,0.00%,-5.00%,Health Care,75.63M
1016,VYS,Vysarn Ltd,$0.185,+2.78%,0.00%,0.00%,+122.89%,Materials,75.6M
1017,MLG,MLG OZ Ltd,$0.51,-2.86%,+2.00%,-5.56%,+5.16%,Materials,74.87M
1018,NAM,Namoi Cotton Ltd,$0.365,0.00%,0.00%,-1.35%,-23.96%,Industrials,74.86M
1019,JRL,Jindalee Resources Ltd,$1.24,0.00%,-8.49%,-28.12%,-48.12%,Materials,74.79M
1020,EVS,Envirosuite Ltd,$0.059,+1.72%,+3.51%,-1.67%,-52.80%,Information Technology,74.45M
1021,MAM,Microequities Asset Management Group Ltd,$0.56,0.00%,+6.67%,+6.67%,-20.00%,Financials,74.37M
1022,CCR,Credit Clear Ltd,$0.18,+5.88%,0.00%,-2.70%,-59.55%,Information Technology,74.26M
1023,WMC,Wiluna Mining Corporation Ltd,$0.205,0.00%,0.00%,0.00%,0.00%,Materials,74.24M
1024,DXB,Dimerix Ltd,$0.175,-7.90%,+20.69%,+182.26%,+11.31%,Health Care,74.12M
1025,VHM,VHM Ltd,$0.48,+1.05%,+2.13%,-3.03%,-64.44%,Materials,73.88M
1026,SMN,Structural Monitoring Systems Plc,$0.55,+3.77%,+1.85%,-28.11%,+25.00%,Information Technology,73.8M
1027,CRYP,PBetashares CRYPTO Innovators ETF,$3.00,+2.04%,+3.09%,+5.63%,+18.58%,Financials,73.5M
1028,DUB,Dubber Corporation Ltd,$0.19,+8.57%,+11.77%,+31.03%,-38.71%,Information Technology,73.32M
1029,HHR,Hartshead Resources NL,$0.026,0.00%,0.00%,-3.70%,-35.00%,Energy,73.03M
1030,VRX,VRX Silica Ltd,$0.125,-3.85%,+38.89%,+19.05%,-3.85%,Materials,72.92M
1031,MRL,Mayur Resources Ltd,$0.22,0.00%,+37.50%,+41.94%,+12.82%,Materials,72.78M
1032,LEL,Lithium Energy Ltd,$0.705,+0.71%,+6.02%,+25.89%,-31.88%,Materials,72.62M
1033,CUP,Count Ltd,$0.65,0.00%,+10.17%,+4.84%,-5.11%,Industrials,72.49M
1034,AHL,Adrad Holdings Ltd,$0.89,0.00%,+3.49%,-6.32%,-34.07%,Consumer Discretionary,72.34M
1035,SRX,Sierra Rutile Holdings Ltd,$0.17,0.00%,-5.56%,-12.82%,-10.53%,Materials,72.12M
1036,SMLL,LBetashares Aust Small Companies Select Fund (Managed Fund),$3.26,+1.24%,+4.15%,-0.61%,-2.69%,Financials,72.02M
1037,EXR,Elixir Energy Ltd,$0.068,-1.45%,+4.62%,+4.62%,-53.10%,Energy,71.84M
1038,SSL,Sietel Ltd,$8.96,-0.44%,-0.44%,-0.44%,+28.00%,Real Estate,71.75M
1039,FLC,Fluence Corporation Ltd,$0.11,-21.43%,-24.14%,-33.33%,-37.14%,Industrials,71.56M
1040,AUC,Ausgold Ltd,$0.031,+6.90%,+10.71%,+3.33%,-26.19%,Materials,71.18M
1041,GSS,Genetic Signatures Ltd,$0.495,+5.32%,-1.00%,-6.60%,-34.87%,Health Care,70.99M
1042,MOGL,LMontaka GBL Long Only Equities Fund (Managed Fund),$3.26,0.00%,+1.88%,-1.81%,+25.39%,Financials,70.81M
1043,KIN,KIN Mining NL,$0.06,+7.14%,+15.39%,+53.85%,-25.93%,Materials,70.69M
1044,EMKT,TVaneck MSCI Multifactor Em Markets Equity ETF,$20.72,+1.07%,+0.44%,-2.68%,+11.28%,Financials,70.64M
1045,DVDY,YVaneck Morningstar Australian Moat Income ETF,$19.47,+2.74%,+3.02%,-2.16%,-5.67%,Financials,70.46M
1046,SEQ,Sequoia Financial Group Ltd,$0.525,+1.94%,+9.38%,+8.25%,-4.55%,Financials,70.43M
1047,MOV,Move Logistics Group Ltd,$0.60,0.00%,0.00%,-6.25%,-44.44%,Industrials,69.83M
1048,KED,Keypath Education International Inc,$0.325,0.00%,-1.52%,0.00%,-64.87%,Consumer Discretionary,69.78M
1049,MVP,Medical Developments International Ltd,$0.805,0.00%,-3.01%,-5.29%,-50.31%,Health Care,69.48M
1050,NDIA,AGlobal X India Nifty 50 ETF,$65.45,+0.68%,-0.23%,-1.51%,+3.56%,Financials,69.02M
1051,LPD,Lepidico Ltd,$0.009,-10.00%,-10.00%,-25.00%,-50.00%,Materials,68.74M
1052,GTN,GTN Ltd,$0.34,0.00%,+6.25%,-2.86%,-18.07%,Communication Services,68.73M
1053,CSS,Clean Seas Seafood Ltd,$0.415,-3.49%,-3.49%,-10.27%,-27.19%,Consumer Staples,68.68M
1054,IND,Industrial Minerals Ltd,$1.06,0.00%,+135.56%,+98.13%,+178.95%,Materials,68.24M
1055,PTL,Pental Ltd,$0.40,0.00%,+2.56%,+1.27%,+1.27%,Consumer Staples,68.18M
1056,KGL,KGL Resources Ltd,$0.12,0.00%,+14.29%,0.00%,-62.50%,Materials,68.08M
1057,URNM,MBetashares Global Uranium ETF,$8.81,+0.46%,+1.26%,-0.68%,+44.66%,Financials,67.84M
1058,MX1,Micro-X Ltd,$0.13,0.00%,0.00%,0.00%,0.00%,Health Care,67.35M
1059,CAY,Canyon Resources Ltd,$0.066,+6.45%,+50.00%,+34.69%,+60.98%,Materials,67.04M
1060,IMA,Image Resources NL,$0.062,+6.90%,-7.46%,-12.68%,-58.67%,Materials,67.04M
1061,INES,SIntelligent Investor Ethical Share Fund (Managed Fund),$2.92,-0.34%,+2.46%,-2.67%,-5.81%,Financials,66.86M
1062,MWY,Midway Ltd,$0.76,+4.11%,-1.30%,+3.40%,-15.56%,Materials,66.38M
1063,RKN,Reckon Ltd,$0.585,0.00%,-4.88%,-2.50%,-55.68%,Information Technology,66.28M
1064,BC8,Black Cat Syndicate Ltd,$0.22,0.00%,+2.33%,+6.02%,-21.43%,Materials,66.16M
1065,RND,Rand Mining Ltd,$1.15,0.00%,-11.88%,-11.54%,-20.69%,Materials,65.41M
1066,TIG,Tigers Realm Coal Ltd,$0.005,0.00%,0.00%,-16.67%,-65.52%,Materials,65.33M
1067,CCX,City Chic Collective Ltd,$0.28,+12.00%,-6.67%,-23.29%,-79.03%,Consumer Discretionary,64.94M
1068,RTR,Rumble Resources Ltd,$0.093,-1.06%,-7.00%,-11.43%,-57.73%,Materials,64.93M
1069,ZYUS,SGlobal X S&P 500 High Yield Low Volatility ETF,$12.46,+2.13%,+0.65%,-0.56%,-12.19%,Financials,64.87M
1070,SIO,Simonds Group Ltd,$0.18,+20.00%,+20.00%,+12.50%,+11.73%,Consumer Discretionary,64.78M
1071,TMH,The Market Herald Ltd,$0.20,0.00%,-18.37%,-23.08%,-54.53%,Communication Services,64.19M
1072,ESPO,OVaneck Video Gaming and Esports ETF,$9.98,+1.42%,+2.25%,-0.20%,+28.61%,Financials,64.07M
1073,AQC,Australian Pacific Coal Ltd,$0.14,+3.70%,-3.45%,+21.74%,-40.06%,Materials,63.84M
1074,SRL,Sunrise Energy Metals Ltd,$0.705,+0.71%,-8.44%,-8.44%,-64.93%,Materials,63.61M
1075,OIL,Optiscan Imaging Ltd,$0.076,0.00%,0.00%,+4.11%,-40.34%,Health Care,63.46M
1076,AAR,Astral Resources NL,$0.08,-3.61%,+1.27%,-3.61%,+42.86%,Materials,63.39M
1077,NWC,New World Resources Ltd,$0.028,+12.00%,0.00%,-6.67%,-15.15%,Materials,63.33M
